Entity,Code,Year,Annual change in population,Annual population change (Projected)
Palau,PLW,1969,78,
Palau,PLW,1970,211,
Palau,PLW,1971,390,
Palau,PLW,1972,433,
Palau,PLW,1973,361,
Palau,PLW,1974,134,
Palau,PLW,1975,-36,
Palau,PLW,1976,-53,
Palau,PLW,1977,-74,
Palau,PLW,1978,-83,
Palau,PLW,1979,-106,
Palau,PLW,1980,-63,
Palau,PLW,1981,127,
Palau,PLW,1982,298,
Palau,PLW,1983,307,
Palau,PLW,1984,331,
Palau,PLW,1985,353,
Palau,PLW,1986,332,
Palau,PLW,1987,313,
Palau,PLW,1988,307,
Palau,PLW,1989,305,
Palau,PLW,1990,313,
Palau,PLW,1991,353,
Palau,PLW,1992,382,
Palau,PLW,1993,380,
Palau,PLW,1994,399,
Palau,PLW,1995,421,
Palau,PLW,1996,466,
Palau,PLW,1997,443,
Palau,PLW,1998,422,
Palau,PLW,1999,378,
Palau,PLW,2000,280,
Palau,PLW,2001,173,
Palau,PLW,2002,148,
Palau,PLW,2003,156,
Palau,PLW,2004,158,
Palau,PLW,2005,-4,
Palau,PLW,2006,-221,
Palau,PLW,2007,-292,
Palau,PLW,2008,-293,
Palau,PLW,2009,-295,
Palau,PLW,2010,-316,
Palau,PLW,2011,-321,
Palau,PLW,2012,-308,
Palau,PLW,2013,-121,
Palau,PLW,2014,70,
Palau,PLW,2015,51,
Palau,PLW,2016,33,
Palau,PLW,2017,14,
Palau,PLW,2018,5,
Palau,PLW,2019,-22,
Palau,PLW,2020,-4,
Palau,PLW,2021,-8,
Palau,PLW,2022,-25,
Palau,PLW,2023,-33,
Palau,PLW,2024,,-32
Palau,PLW,2025,,-32
Palau,PLW,2026,,-45
Palau,PLW,2027,,-54
Palau,PLW,2028,,-60
Palau,PLW,2029,,-68
Palau,PLW,2030,,-60
Palau,PLW,2031,,-77
Palau,PLW,2032,,-71
Palau,PLW,2033,,-65
Palau,PLW,2034,,-71
Palau,PLW,2035,,-80
Palau,PLW,2036,,-73
Palau,PLW,2037,,-82
Palau,PLW,2038,,-79
Palau,PLW,2039,,-90
Palau,PLW,2040,,-85
Palau,PLW,2041,,-94
Palau,PLW,2042,,-107
Palau,PLW,2043,,-101
Palau,PLW,2044,,-101
Palau,PLW,2045,,-105
Palau,PLW,2046,,-120
Palau,PLW,2047,,-114
Palau,PLW,2048,,-114
Palau,PLW,2049,,-117
Palau,PLW,2050,,-117
Palau,PLW,2051,,-106
Palau,PLW,2052,,-129
Palau,PLW,2053,,-124
Palau,PLW,2054,,-120
Palau,PLW,2055,,-125
Palau,PLW,2056,,-125
Palau,PLW,2057,,-122
Palau,PLW,2058,,-124
Palau,PLW,2059,,-119
Palau,PLW,2060,,-109
Palau,PLW,2061,,-110
Palau,PLW,2062,,-115
Palau,PLW,2063,,-107
Palau,PLW,2064,,-102
Palau,PLW,2065,,-97
Palau,PLW,2066,,-103
Palau,PLW,2067,,-97
Palau,PLW,2068,,-93
Palau,PLW,2069,,-98
Palau,PLW,2070,,-87
Palau,PLW,2071,,-91
Palau,PLW,2072,,-82
Palau,PLW,2073,,-69
Palau,PLW,2074,,-91
Palau,PLW,2075,,-87
Palau,PLW,2076,,-77
Palau,PLW,2077,,-80
Palau,PLW,2078,,-73
Palau,PLW,2079,,-72
Palau,PLW,2080,,-79
Palau,PLW,2081,,-78
Palau,PLW,2082,,-73
Palau,PLW,2083,,-62
Palau,PLW,2084,,-75
Palau,PLW,2085,,-72
Palau,PLW,2086,,-64
Palau,PLW,2087,,-70
Palau,PLW,2088,,-66
Palau,PLW,2089,,-66
Palau,PLW,2090,,-77
Palau,PLW,2091,,-76
Palau,PLW,2092,,-68
Palau,PLW,2093,,-69
Palau,PLW,2094,,-68
Palau,PLW,2095,,-67
Palau,PLW,2096,,-67
Palau,PLW,2097,,-63
Palau,PLW,2098,,-68
Palau,PLW,2099,,-65
Palau,PLW,2100,,-66
Palestine,PSE,1951,8317,
Palestine,PSE,1952,9362,
Palestine,PSE,1953,10358,
Palestine,PSE,1954,11354,
Palestine,PSE,1955,12369,
Palestine,PSE,1956,13364,
Palestine,PSE,1957,14383,
Palestine,PSE,1958,15394,
Palestine,PSE,1959,16368,
Palestine,PSE,1960,17179,
Palestine,PSE,1961,17856,
Palestine,PSE,1962,18409,
Palestine,PSE,1963,18126,
Palestine,PSE,1964,13203,
Palestine,PSE,1965,6636,
Palestine,PSE,1966,-907,
Palestine,PSE,1967,-10583,
Palestine,PSE,1968,-14067,
Palestine,PSE,1969,-8667,
Palestine,PSE,1970,3199,
Palestine,PSE,1971,17829,
Palestine,PSE,1972,30639,
Palestine,PSE,1973,37508,
Palestine,PSE,1974,38872,
Palestine,PSE,1975,38188,
Palestine,PSE,1976,37077,
Palestine,PSE,1977,36322,
Palestine,PSE,1978,36781,
Palestine,PSE,1979,38621,
Palestine,PSE,1980,40936,
Palestine,PSE,1981,43652,
Palestine,PSE,1982,48285,
Palestine,PSE,1983,57785,
Palestine,PSE,1984,69833,
Palestine,PSE,1985,56649,
Palestine,PSE,1986,44053,
Palestine,PSE,1987,87449,
Palestine,PSE,1988,100547,
Palestine,PSE,1989,78306,
Palestine,PSE,1990,83448,
Palestine,PSE,1991,89890,
Palestine,PSE,1992,95743,
Palestine,PSE,1993,100368,
Palestine,PSE,1994,104098,
Palestine,PSE,1995,107390,
Palestine,PSE,1996,110276,
Palestine,PSE,1997,112751,
Palestine,PSE,1998,103314,
Palestine,PSE,1999,93361,
Palestine,PSE,2000,95544,
Palestine,PSE,2001,90486,
Palestine,PSE,2002,80083,
Palestine,PSE,2003,75702,
Palestine,PSE,2004,77107,
Palestine,PSE,2005,82228,
Palestine,PSE,2006,87690,
Palestine,PSE,2007,91598,
Palestine,PSE,2008,92345,
Palestine,PSE,2009,92206,
Palestine,PSE,2010,95673,
Palestine,PSE,2011,98994,
Palestine,PSE,2012,99406,
Palestine,PSE,2013,99945,
Palestine,PSE,2014,100624,
Palestine,PSE,2015,105677,
Palestine,PSE,2016,111179,
Palestine,PSE,2017,110004,
Palestine,PSE,2018,107846,
Palestine,PSE,2019,107180,
Palestine,PSE,2020,111919,
Palestine,PSE,2021,115649,
Palestine,PSE,2022,119933,
Palestine,PSE,2023,103927,
Palestine,PSE,2024,,86246
Palestine,PSE,2025,,94185
Palestine,PSE,2026,,103160
Palestine,PSE,2027,,107284
Palestine,PSE,2028,,106508
Palestine,PSE,2029,,107113
Palestine,PSE,2030,,108622
Palestine,PSE,2031,,110294
Palestine,PSE,2032,,111590
Palestine,PSE,2033,,114161
Palestine,PSE,2034,,116395
Palestine,PSE,2035,,117975
Palestine,PSE,2036,,118434
Palestine,PSE,2037,,118166
Palestine,PSE,2038,,118674
Palestine,PSE,2039,,120977
Palestine,PSE,2040,,122842
Palestine,PSE,2041,,122320
Palestine,PSE,2042,,122086
Palestine,PSE,2043,,120855
Palestine,PSE,2044,,119470
Palestine,PSE,2045,,118546
Palestine,PSE,2046,,115882
Palestine,PSE,2047,,112760
Palestine,PSE,2048,,110462
Palestine,PSE,2049,,108916
Palestine,PSE,2050,,108772
Palestine,PSE,2051,,107351
Palestine,PSE,2052,,104898
Palestine,PSE,2053,,102519
Palestine,PSE,2054,,98699
Palestine,PSE,2055,,95553
Palestine,PSE,2056,,95844
Palestine,PSE,2057,,96329
Palestine,PSE,2058,,93650
Palestine,PSE,2059,,92285
Palestine,PSE,2060,,93982
Palestine,PSE,2061,,94517
Palestine,PSE,2062,,91086
Palestine,PSE,2063,,88736
Palestine,PSE,2064,,88374
Palestine,PSE,2065,,86576
Palestine,PSE,2066,,83297
Palestine,PSE,2067,,82446
Palestine,PSE,2068,,80873
Palestine,PSE,2069,,78064
Palestine,PSE,2070,,77843
Palestine,PSE,2071,,77231
Palestine,PSE,2072,,73732
Palestine,PSE,2073,,68693
Palestine,PSE,2074,,66165
Palestine,PSE,2075,,65613
Palestine,PSE,2076,,64234
Palestine,PSE,2077,,60280
Palestine,PSE,2078,,56090
Palestine,PSE,2079,,51648
Palestine,PSE,2080,,50469
Palestine,PSE,2081,,51600
Palestine,PSE,2082,,48348
Palestine,PSE,2083,,42815
Palestine,PSE,2084,,39917
Palestine,PSE,2085,,37286
Palestine,PSE,2086,,34646
Palestine,PSE,2087,,32111
Palestine,PSE,2088,,30970
Palestine,PSE,2089,,29229
Palestine,PSE,2090,,26965
Palestine,PSE,2091,,26631
Palestine,PSE,2092,,25334
Palestine,PSE,2093,,23940
Palestine,PSE,2094,,21328
Palestine,PSE,2095,,19920
Palestine,PSE,2096,,18610
Palestine,PSE,2097,,17156
Palestine,PSE,2098,,15684
Palestine,PSE,2099,,12040
Palestine,PSE,2100,,8679
Panama,PAN,1951,21158,
Panama,PAN,1952,22447,
Panama,PAN,1953,23743,
Panama,PAN,1954,24889,
Panama,PAN,1955,25879,
Panama,PAN,1956,26906,
Panama,PAN,1957,28038,
Panama,PAN,1958,29253,
Panama,PAN,1959,30636,
Panama,PAN,1960,32200,
Panama,PAN,1961,33876,
Panama,PAN,1962,35431,
Panama,PAN,1963,36825,
Panama,PAN,1964,37932,
Panama,PAN,1965,38772,
Panama,PAN,1966,39550,
Panama,PAN,1967,40240,
Panama,PAN,1968,40822,
Panama,PAN,1969,41436,
Panama,PAN,1970,42183,
Panama,PAN,1971,43008,
Panama,PAN,1972,43642,
Panama,PAN,1973,43975,
Panama,PAN,1974,44236,
Panama,PAN,1975,44461,
Panama,PAN,1976,44550,
Panama,PAN,1977,44607,
Panama,PAN,1978,44767,
Panama,PAN,1979,45238,
Panama,PAN,1980,45988,
Panama,PAN,1981,46881,
Panama,PAN,1982,47854,
Panama,PAN,1983,48829,
Panama,PAN,1984,49674,
Panama,PAN,1985,50140,
Panama,PAN,1986,50410,
Panama,PAN,1987,50648,
Panama,PAN,1988,50877,
Panama,PAN,1989,50965,
Panama,PAN,1990,51767,
Panama,PAN,1991,52685,
Panama,PAN,1992,53069,
Panama,PAN,1993,53757,
Panama,PAN,1994,54446,
Panama,PAN,1995,55010,
Panama,PAN,1996,55673,
Panama,PAN,1997,56474,
Panama,PAN,1998,57216,
Panama,PAN,1999,57902,
Panama,PAN,2000,58556,
Panama,PAN,2001,59169,
Panama,PAN,2002,59798,
Panama,PAN,2003,60470,
Panama,PAN,2004,61345,
Panama,PAN,2005,61866,
Panama,PAN,2006,62000,
Panama,PAN,2007,62466,
Panama,PAN,2008,63156,
Panama,PAN,2009,63737,
Panama,PAN,2010,64154,
Panama,PAN,2011,64972,
Panama,PAN,2012,65752,
Panama,PAN,2013,66072,
Panama,PAN,2014,66767,
Panama,PAN,2015,67934,
Panama,PAN,2016,69051,
Panama,PAN,2017,69619,
Panama,PAN,2018,69156,
Panama,PAN,2019,66838,
Panama,PAN,2020,58560,
Panama,PAN,2021,52152,
Panama,PAN,2022,55365,
Panama,PAN,2023,57983,
Panama,PAN,2024,,56818
Panama,PAN,2025,,55618
Panama,PAN,2026,,54525
Panama,PAN,2027,,53520
Panama,PAN,2028,,52578
Panama,PAN,2029,,51560
Panama,PAN,2030,,50478
Panama,PAN,2031,,49534
Panama,PAN,2032,,48685
Panama,PAN,2033,,47737
Panama,PAN,2034,,46683
Panama,PAN,2035,,45774
Panama,PAN,2036,,44856
Panama,PAN,2037,,43962
Panama,PAN,2038,,42967
Panama,PAN,2039,,41849
Panama,PAN,2040,,40694
Panama,PAN,2041,,39587
Panama,PAN,2042,,38487
Panama,PAN,2043,,37367
Panama,PAN,2044,,36223
Panama,PAN,2045,,35022
Panama,PAN,2046,,33867
Panama,PAN,2047,,32724
Panama,PAN,2048,,31531
Panama,PAN,2049,,30267
Panama,PAN,2050,,29011
Panama,PAN,2051,,27796
Panama,PAN,2052,,26487
Panama,PAN,2053,,25226
Panama,PAN,2054,,24037
Panama,PAN,2055,,22878
Panama,PAN,2056,,21751
Panama,PAN,2057,,20712
Panama,PAN,2058,,19745
Panama,PAN,2059,,18691
Panama,PAN,2060,,17660
Panama,PAN,2061,,16750
Panama,PAN,2062,,15821
Panama,PAN,2063,,14882
Panama,PAN,2064,,14027
Panama,PAN,2065,,13180
Panama,PAN,2066,,12368
Panama,PAN,2067,,11554
Panama,PAN,2068,,10780
Panama,PAN,2069,,10029
Panama,PAN,2070,,9150
Panama,PAN,2071,,8346
Panama,PAN,2072,,7577
Panama,PAN,2073,,6744
Panama,PAN,2074,,5866
Panama,PAN,2075,,4982
Panama,PAN,2076,,4056
Panama,PAN,2077,,3220
Panama,PAN,2078,,2414
Panama,PAN,2079,,1588
Panama,PAN,2080,,730
Panama,PAN,2081,,-72
Panama,PAN,2082,,-877
Panama,PAN,2083,,-1706
Panama,PAN,2084,,-2449
Panama,PAN,2085,,-3171
Panama,PAN,2086,,-3827
Panama,PAN,2087,,-4388
Panama,PAN,2088,,-5001
Panama,PAN,2089,,-5660
Panama,PAN,2090,,-6269
Panama,PAN,2091,,-6763
Panama,PAN,2092,,-7299
Panama,PAN,2093,,-7868
Panama,PAN,2094,,-8417
Panama,PAN,2095,,-8969
Panama,PAN,2096,,-9485
Panama,PAN,2097,,-9912
Panama,PAN,2098,,-10403
Panama,PAN,2099,,-10902
Panama,PAN,2100,,-11363
Papua New Guinea,PNG,1951,31487,
Papua New Guinea,PNG,1952,34617,
Papua New Guinea,PNG,1953,40691,
Papua New Guinea,PNG,1954,43269,
Papua New Guinea,PNG,1955,45715,
Papua New Guinea,PNG,1956,48226,
Papua New Guinea,PNG,1957,50065,
Papua New Guinea,PNG,1958,51458,
Papua New Guinea,PNG,1959,52536,
Papua New Guinea,PNG,1960,53610,
Papua New Guinea,PNG,1961,51018,
Papua New Guinea,PNG,1962,47793,
Papua New Guinea,PNG,1963,47454,
Papua New Guinea,PNG,1964,46952,
Papua New Guinea,PNG,1965,47498,
Papua New Guinea,PNG,1966,49955,
Papua New Guinea,PNG,1967,51757,
Papua New Guinea,PNG,1968,53270,
Papua New Guinea,PNG,1969,56120,
Papua New Guinea,PNG,1970,58700,
Papua New Guinea,PNG,1971,60797,
Papua New Guinea,PNG,1972,62007,
Papua New Guinea,PNG,1973,62203,
Papua New Guinea,PNG,1974,62040,
Papua New Guinea,PNG,1975,62148,
Papua New Guinea,PNG,1976,62510,
Papua New Guinea,PNG,1977,62994,
Papua New Guinea,PNG,1978,63387,
Papua New Guinea,PNG,1979,63632,
Papua New Guinea,PNG,1980,64166,
Papua New Guinea,PNG,1981,65514,
Papua New Guinea,PNG,1982,67271,
Papua New Guinea,PNG,1983,69341,
Papua New Guinea,PNG,1984,71558,
Papua New Guinea,PNG,1985,73745,
Papua New Guinea,PNG,1986,75857,
Papua New Guinea,PNG,1987,77744,
Papua New Guinea,PNG,1988,79348,
Papua New Guinea,PNG,1989,84194,
Papua New Guinea,PNG,1990,100394,
Papua New Guinea,PNG,1991,125358,
Papua New Guinea,PNG,1992,144862,
Papua New Guinea,PNG,1993,154178,
Papua New Guinea,PNG,1994,159330,
Papua New Guinea,PNG,1995,164072,
Papua New Guinea,PNG,1996,169081,
Papua New Guinea,PNG,1997,174524,
Papua New Guinea,PNG,1998,178503,
Papua New Guinea,PNG,1999,182943,
Papua New Guinea,PNG,2000,187735,
Papua New Guinea,PNG,2001,191376,
Papua New Guinea,PNG,2002,195566,
Papua New Guinea,PNG,2003,199995,
Papua New Guinea,PNG,2004,204037,
Papua New Guinea,PNG,2005,207863,
Papua New Guinea,PNG,2006,211819,
Papua New Guinea,PNG,2007,215629,
Papua New Guinea,PNG,2008,219649,
Papua New Guinea,PNG,2009,223440,
Papua New Guinea,PNG,2010,227082,
Papua New Guinea,PNG,2011,225825,
Papua New Guinea,PNG,2012,222047,
Papua New Guinea,PNG,2013,221304,
Papua New Guinea,PNG,2014,220740,
Papua New Guinea,PNG,2015,219807,
Papua New Guinea,PNG,2016,218470,
Papua New Guinea,PNG,2017,217000,
Papua New Guinea,PNG,2018,215801,
Papua New Guinea,PNG,2019,214496,
Papua New Guinea,PNG,2020,206729,
Papua New Guinea,PNG,2021,197155,
Papua New Guinea,PNG,2022,190279,
Papua New Guinea,PNG,2023,186461,
Papua New Guinea,PNG,2024,,186871
Papua New Guinea,PNG,2025,,186312
Papua New Guinea,PNG,2026,,185031
Papua New Guinea,PNG,2027,,183424
Papua New Guinea,PNG,2028,,181627
Papua New Guinea,PNG,2029,,179903
Papua New Guinea,PNG,2030,,178621
Papua New Guinea,PNG,2031,,176802
Papua New Guinea,PNG,2032,,174900
Papua New Guinea,PNG,2033,,173519
Papua New Guinea,PNG,2034,,172609
Papua New Guinea,PNG,2035,,171346
Papua New Guinea,PNG,2036,,170088
Papua New Guinea,PNG,2037,,169054
Papua New Guinea,PNG,2038,,167386
Papua New Guinea,PNG,2039,,165544
Papua New Guinea,PNG,2040,,163488
Papua New Guinea,PNG,2041,,161206
Papua New Guinea,PNG,2042,,158778
Papua New Guinea,PNG,2043,,157272
Papua New Guinea,PNG,2044,,156515
Papua New Guinea,PNG,2045,,155652
Papua New Guinea,PNG,2046,,153312
Papua New Guinea,PNG,2047,,150322
Papua New Guinea,PNG,2048,,148154
Papua New Guinea,PNG,2049,,146234
Papua New Guinea,PNG,2050,,142984
Papua New Guinea,PNG,2051,,139839
Papua New Guinea,PNG,2052,,138199
Papua New Guinea,PNG,2053,,135012
Papua New Guinea,PNG,2054,,132466
Papua New Guinea,PNG,2055,,129533
Papua New Guinea,PNG,2056,,125448
Papua New Guinea,PNG,2057,,122977
Papua New Guinea,PNG,2058,,120407
Papua New Guinea,PNG,2059,,117872
Papua New Guinea,PNG,2060,,116121
Papua New Guinea,PNG,2061,,112374
Papua New Guinea,PNG,2062,,107735
Papua New Guinea,PNG,2063,,104754
Papua New Guinea,PNG,2064,,103400
Papua New Guinea,PNG,2065,,102470
Papua New Guinea,PNG,2066,,100177
Papua New Guinea,PNG,2067,,97487
Papua New Guinea,PNG,2068,,94370
Papua New Guinea,PNG,2069,,90672
Papua New Guinea,PNG,2070,,87267
Papua New Guinea,PNG,2071,,85014
Papua New Guinea,PNG,2072,,82532
Papua New Guinea,PNG,2073,,78489
Papua New Guinea,PNG,2074,,74987
Papua New Guinea,PNG,2075,,72728
Papua New Guinea,PNG,2076,,70050
Papua New Guinea,PNG,2077,,67835
Papua New Guinea,PNG,2078,,66905
Papua New Guinea,PNG,2079,,64593
Papua New Guinea,PNG,2080,,63683
Papua New Guinea,PNG,2081,,61538
Papua New Guinea,PNG,2082,,56700
Papua New Guinea,PNG,2083,,55126
Papua New Guinea,PNG,2084,,52982
Papua New Guinea,PNG,2085,,50385
Papua New Guinea,PNG,2086,,48940
Papua New Guinea,PNG,2087,,45974
Papua New Guinea,PNG,2088,,42662
Papua New Guinea,PNG,2089,,39976
Papua New Guinea,PNG,2090,,39425
Papua New Guinea,PNG,2091,,37797
Papua New Guinea,PNG,2092,,33805
Papua New Guinea,PNG,2093,,30482
Papua New Guinea,PNG,2094,,27743
Papua New Guinea,PNG,2095,,25007
Papua New Guinea,PNG,2096,,22138
Papua New Guinea,PNG,2097,,19108
Papua New Guinea,PNG,2098,,15434
Papua New Guinea,PNG,2099,,12820
Papua New Guinea,PNG,2100,,10509
Paraguay,PRY,1951,33595,
Paraguay,PRY,1952,34662,
Paraguay,PRY,1953,35700,
Paraguay,PRY,1954,36624,
Paraguay,PRY,1955,37361,
Paraguay,PRY,1956,38125,
Paraguay,PRY,1957,39072,
Paraguay,PRY,1958,40163,
Paraguay,PRY,1959,41319,
Paraguay,PRY,1960,42545,
Paraguay,PRY,1961,43884,
Paraguay,PRY,1962,45735,
Paraguay,PRY,1963,48777,
Paraguay,PRY,1964,51208,
Paraguay,PRY,1965,52058,
Paraguay,PRY,1966,52411,
Paraguay,PRY,1967,52402,
Paraguay,PRY,1968,52402,
Paraguay,PRY,1969,52604,
Paraguay,PRY,1970,53032,
Paraguay,PRY,1971,54510,
Paraguay,PRY,1972,57345,
Paraguay,PRY,1973,61218,
Paraguay,PRY,1974,64519,
Paraguay,PRY,1975,66027,
Paraguay,PRY,1976,67195,
Paraguay,PRY,1977,69032,
Paraguay,PRY,1978,71392,
Paraguay,PRY,1979,74699,
Paraguay,PRY,1980,79272,
Paraguay,PRY,1981,84372,
Paraguay,PRY,1982,88584,
Paraguay,PRY,1983,91880,
Paraguay,PRY,1984,94864,
Paraguay,PRY,1985,97739,
Paraguay,PRY,1986,100796,
Paraguay,PRY,1987,103418,
Paraguay,PRY,1988,105659,
Paraguay,PRY,1989,107251,
Paraguay,PRY,1990,107950,
Paraguay,PRY,1991,108618,
Paraguay,PRY,1992,109238,
Paraguay,PRY,1993,109098,
Paraguay,PRY,1994,108717,
Paraguay,PRY,1995,108380,
Paraguay,PRY,1996,107737,
Paraguay,PRY,1997,106875,
Paraguay,PRY,1998,105613,
Paraguay,PRY,1999,103111,
Paraguay,PRY,2000,97736,
Paraguay,PRY,2001,86815,
Paraguay,PRY,2002,73644,
Paraguay,PRY,2003,65103,
Paraguay,PRY,2004,61744,
Paraguay,PRY,2005,59919,
Paraguay,PRY,2006,57045,
Paraguay,PRY,2007,54240,
Paraguay,PRY,2008,54192,
Paraguay,PRY,2009,57666,
Paraguay,PRY,2010,66730,
Paraguay,PRY,2011,76659,
Paraguay,PRY,2012,82379,
Paraguay,PRY,2013,85436,
Paraguay,PRY,2014,87372,
Paraguay,PRY,2015,89287,
Paraguay,PRY,2016,90023,
Paraguay,PRY,2017,89529,
Paraguay,PRY,2018,88724,
Paraguay,PRY,2019,87677,
Paraguay,PRY,2020,88682,
Paraguay,PRY,2021,80443,
Paraguay,PRY,2022,76276,
Paraguay,PRY,2023,83690,
Paraguay,PRY,2024,,85002
Paraguay,PRY,2025,,83927
Paraguay,PRY,2026,,82194
Paraguay,PRY,2027,,80398
Paraguay,PRY,2028,,78856
Paraguay,PRY,2029,,77382
Paraguay,PRY,2030,,75712
Paraguay,PRY,2031,,74019
Paraguay,PRY,2032,,72578
Paraguay,PRY,2033,,71239
Paraguay,PRY,2034,,69661
Paraguay,PRY,2035,,68403
Paraguay,PRY,2036,,67361
Paraguay,PRY,2037,,66091
Paraguay,PRY,2038,,64889
Paraguay,PRY,2039,,63625
Paraguay,PRY,2040,,62083
Paraguay,PRY,2041,,60836
Paraguay,PRY,2042,,59912
Paraguay,PRY,2043,,58687
Paraguay,PRY,2044,,57323
Paraguay,PRY,2045,,56201
Paraguay,PRY,2046,,55225
Paraguay,PRY,2047,,53703
Paraguay,PRY,2048,,51885
Paraguay,PRY,2049,,50368
Paraguay,PRY,2050,,48761
Paraguay,PRY,2051,,47368
Paraguay,PRY,2052,,46002
Paraguay,PRY,2053,,44298
Paraguay,PRY,2054,,42614
Paraguay,PRY,2055,,40974
Paraguay,PRY,2056,,39249
Paraguay,PRY,2057,,37548
Paraguay,PRY,2058,,35876
Paraguay,PRY,2059,,33599
Paraguay,PRY,2060,,31004
Paraguay,PRY,2061,,29135
Paraguay,PRY,2062,,27668
Paraguay,PRY,2063,,25927
Paraguay,PRY,2064,,23628
Paraguay,PRY,2065,,21267
Paraguay,PRY,2066,,19337
Paraguay,PRY,2067,,17364
Paraguay,PRY,2068,,15402
Paraguay,PRY,2069,,13977
Paraguay,PRY,2070,,12458
Paraguay,PRY,2071,,10668
Paraguay,PRY,2072,,9052
Paraguay,PRY,2073,,7547
Paraguay,PRY,2074,,5875
Paraguay,PRY,2075,,4329
Paraguay,PRY,2076,,2780
Paraguay,PRY,2077,,1392
Paraguay,PRY,2078,,329
Paraguay,PRY,2079,,-886
Paraguay,PRY,2080,,-2078
Paraguay,PRY,2081,,-3363
Paraguay,PRY,2082,,-4458
Paraguay,PRY,2083,,-5161
Paraguay,PRY,2084,,-5854
Paraguay,PRY,2085,,-6924
Paraguay,PRY,2086,,-8233
Paraguay,PRY,2087,,-8809
Paraguay,PRY,2088,,-9320
Paraguay,PRY,2089,,-10588
Paraguay,PRY,2090,,-11642
Paraguay,PRY,2091,,-12329
Paraguay,PRY,2092,,-13054
Paraguay,PRY,2093,,-13754
Paraguay,PRY,2094,,-14641
Paraguay,PRY,2095,,-15428
Paraguay,PRY,2096,,-16369
Paraguay,PRY,2097,,-17464
Paraguay,PRY,2098,,-18399
Paraguay,PRY,2099,,-19529
Paraguay,PRY,2100,,-20862
Peru,PER,1951,216206,
Peru,PER,1952,223050,
Peru,PER,1953,228237,
Peru,PER,1954,234407,
Peru,PER,1955,242701,
Peru,PER,1956,251456,
Peru,PER,1957,260400,
Peru,PER,1958,269778,
Peru,PER,1959,280007,
Peru,PER,1960,290472,
Peru,PER,1961,300998,
Peru,PER,1962,309489,
Peru,PER,1963,317480,
Peru,PER,1964,325893,
Peru,PER,1965,333103,
Peru,PER,1966,340209,
Peru,PER,1967,347515,
Peru,PER,1968,355170,
Peru,PER,1969,362771,
Peru,PER,1970,334481,
Peru,PER,1971,336832,
Peru,PER,1972,372078,
Peru,PER,1973,372717,
Peru,PER,1974,373690,
Peru,PER,1975,377401,
Peru,PER,1976,382859,
Peru,PER,1977,392994,
Peru,PER,1978,406253,
Peru,PER,1979,417082,
Peru,PER,1980,427812,
Peru,PER,1981,437848,
Peru,PER,1982,447703,
Peru,PER,1983,459455,
Peru,PER,1984,468756,
Peru,PER,1985,473495,
Peru,PER,1986,468915,
Peru,PER,1987,465198,
Peru,PER,1988,472379,
Peru,PER,1989,477883,
Peru,PER,1990,482185,
Peru,PER,1991,469012,
Peru,PER,1992,462561,
Peru,PER,1993,467438,
Peru,PER,1994,467714,
Peru,PER,1995,467425,
Peru,PER,1996,462252,
Peru,PER,1997,462975,
Peru,PER,1998,463952,
Peru,PER,1999,448398,
Peru,PER,2000,411829,
Peru,PER,2001,366282,
Peru,PER,2002,323601,
Peru,PER,2003,292274,
Peru,PER,2004,271705,
Peru,PER,2005,248985,
Peru,PER,2006,223313,
Peru,PER,2007,206216,
Peru,PER,2008,188334,
Peru,PER,2009,177781,
Peru,PER,2010,189202,
Peru,PER,2011,218062,
Peru,PER,2012,246284,
Peru,PER,2013,267541,
Peru,PER,2014,297917,
Peru,PER,2015,341773,
Peru,PER,2016,408899,
Peru,PER,2017,458142,
Peru,PER,2018,572951,
Peru,PER,2019,551712,
Peru,PER,2020,389275,
Peru,PER,2021,317306,
Peru,PER,2022,319553,
Peru,PER,2023,370180,
Peru,PER,2024,,372234
Peru,PER,2025,,358823
Peru,PER,2026,,345472
Peru,PER,2027,,333540
Peru,PER,2028,,322597
Peru,PER,2029,,312425
Peru,PER,2030,,303178
Peru,PER,2031,,294553
Peru,PER,2032,,286501
Peru,PER,2033,,279442
Peru,PER,2034,,272419
Peru,PER,2035,,264622
Peru,PER,2036,,256727
Peru,PER,2037,,248750
Peru,PER,2038,,240429
Peru,PER,2039,,232566
Peru,PER,2040,,224755
Peru,PER,2041,,216887
Peru,PER,2042,,208837
Peru,PER,2043,,200277
Peru,PER,2044,,192197
Peru,PER,2045,,183878
Peru,PER,2046,,174995
Peru,PER,2047,,166152
Peru,PER,2048,,156987
Peru,PER,2049,,148416
Peru,PER,2050,,140602
Peru,PER,2051,,132480
Peru,PER,2052,,124187
Peru,PER,2053,,116457
Peru,PER,2054,,108409
Peru,PER,2055,,99917
Peru,PER,2056,,91288
Peru,PER,2057,,82708
Peru,PER,2058,,74016
Peru,PER,2059,,65198
Peru,PER,2060,,56945
Peru,PER,2061,,48710
Peru,PER,2062,,40103
Peru,PER,2063,,31615
Peru,PER,2064,,23044
Peru,PER,2065,,14633
Peru,PER,2066,,6655
Peru,PER,2067,,-1425
Peru,PER,2068,,-9620
Peru,PER,2069,,-18023
Peru,PER,2070,,-26290
Peru,PER,2071,,-33985
Peru,PER,2072,,-41411
Peru,PER,2073,,-48870
Peru,PER,2074,,-56441
Peru,PER,2075,,-63838
Peru,PER,2076,,-70787
