Entity,Code,Year,Deaths,Projected deaths (Projected),Births,Projected births (Projected)
Tajikistan,TJK,2005,42495,,202686,
Tajikistan,TJK,2006,42224,,206269,
Tajikistan,TJK,2007,42116,,215307,
Tajikistan,TJK,2008,41996,,224338,
Tajikistan,TJK,2009,42427,,235272,
Tajikistan,TJK,2010,43358,,244745,
Tajikistan,TJK,2011,43571,,251995,
Tajikistan,TJK,2012,43466,,256550,
Tajikistan,TJK,2013,43433,,264122,
Tajikistan,TJK,2014,44277,,271579,
Tajikistan,TJK,2015,45649,,276548,
Tajikistan,TJK,2016,45759,,274310,
Tajikistan,TJK,2017,45002,,269396,
Tajikistan,TJK,2018,45588,,274185,
Tajikistan,TJK,2019,46143,,277968,
Tajikistan,TJK,2020,57031,,276503,
Tajikistan,TJK,2021,53672,,276523,
Tajikistan,TJK,2022,47022,,275357,
Tajikistan,TJK,2023,47593,,271420,
Tajikistan,TJK,2024,,48625,,268304
Tajikistan,TJK,2025,,49750,,264517
Tajikistan,TJK,2026,,50921,,261679
Tajikistan,TJK,2027,,52173,,259844
Tajikistan,TJK,2028,,53588,,259743
Tajikistan,TJK,2029,,55064,,260994
Tajikistan,TJK,2030,,56706,,263946
Tajikistan,TJK,2031,,58355,,267854
Tajikistan,TJK,2032,,60131,,272195
Tajikistan,TJK,2033,,62020,,277329
Tajikistan,TJK,2034,,63970,,282783
Tajikistan,TJK,2035,,65871,,288093
Tajikistan,TJK,2036,,67914,,292658
Tajikistan,TJK,2037,,69884,,295676
Tajikistan,TJK,2038,,71838,,297349
Tajikistan,TJK,2039,,73838,,298511
Tajikistan,TJK,2040,,75827,,299159
Tajikistan,TJK,2041,,77808,,299116
Tajikistan,TJK,2042,,79827,,298677
Tajikistan,TJK,2043,,81730,,298051
Tajikistan,TJK,2044,,83672,,296739
Tajikistan,TJK,2045,,85512,,294908
Tajikistan,TJK,2046,,87421,,292374
Tajikistan,TJK,2047,,89324,,289606
Tajikistan,TJK,2048,,91133,,286625
Tajikistan,TJK,2049,,92928,,284536
Tajikistan,TJK,2050,,94697,,282371
Tajikistan,TJK,2051,,96466,,280141
Tajikistan,TJK,2052,,98335,,278608
Tajikistan,TJK,2053,,100292,,278068
Tajikistan,TJK,2054,,102245,,278067
Tajikistan,TJK,2055,,104223,,278575
Tajikistan,TJK,2056,,106185,,279590
Tajikistan,TJK,2057,,108209,,280403
Tajikistan,TJK,2058,,110350,,281245
Tajikistan,TJK,2059,,112558,,281942
Tajikistan,TJK,2060,,114865,,282710
Tajikistan,TJK,2061,,117181,,283130
Tajikistan,TJK,2062,,119537,,283252
Tajikistan,TJK,2063,,121822,,283028
Tajikistan,TJK,2064,,124188,,282470
Tajikistan,TJK,2065,,126623,,281543
Tajikistan,TJK,2066,,129082,,280253
Tajikistan,TJK,2067,,131458,,278893
Tajikistan,TJK,2068,,133848,,277851
Tajikistan,TJK,2069,,136157,,276138
Tajikistan,TJK,2070,,138373,,273905
Tajikistan,TJK,2071,,140756,,271628
Tajikistan,TJK,2072,,143069,,268902
Tajikistan,TJK,2073,,145284,,266374
Tajikistan,TJK,2074,,147397,,264045
Tajikistan,TJK,2075,,149424,,261722
Tajikistan,TJK,2076,,151400,,259545
Tajikistan,TJK,2077,,153253,,257753
Tajikistan,TJK,2078,,155223,,256062
Tajikistan,TJK,2079,,157004,,254401
Tajikistan,TJK,2080,,158990,,252870
Tajikistan,TJK,2081,,160693,,252151
Tajikistan,TJK,2082,,162333,,251203
Tajikistan,TJK,2083,,163970,,250076
Tajikistan,TJK,2084,,165566,,248787
Tajikistan,TJK,2085,,167270,,247740
Tajikistan,TJK,2086,,168939,,246755
Tajikistan,TJK,2087,,170727,,245766
Tajikistan,TJK,2088,,172751,,244345
Tajikistan,TJK,2089,,174767,,243221
Tajikistan,TJK,2090,,176835,,241879
Tajikistan,TJK,2091,,179012,,240685
Tajikistan,TJK,2092,,181174,,239400
Tajikistan,TJK,2093,,183513,,238091
Tajikistan,TJK,2094,,185991,,236415
Tajikistan,TJK,2095,,188486,,234736
Tajikistan,TJK,2096,,191119,,232896
Tajikistan,TJK,2097,,193625,,231181
Tajikistan,TJK,2098,,196008,,229387
Tajikistan,TJK,2099,,198531,,227472
Tajikistan,TJK,2100,,200846,,225551
Tanzania,TZA,1950,167399,,349853,
Tanzania,TZA,1951,169714,,360454,
Tanzania,TZA,1952,172664,,371660,
Tanzania,TZA,1953,176218,,382825,
Tanzania,TZA,1954,180077,,394398,
Tanzania,TZA,1955,184143,,407550,
Tanzania,TZA,1956,188649,,422568,
Tanzania,TZA,1957,193579,,439107,
Tanzania,TZA,1958,198579,,454114,
Tanzania,TZA,1959,203756,,468804,
Tanzania,TZA,1960,209066,,484870,
Tanzania,TZA,1961,213759,,500590,
Tanzania,TZA,1962,217939,,518594,
Tanzania,TZA,1963,221947,,536587,
Tanzania,TZA,1964,225513,,554037,
Tanzania,TZA,1965,229192,,572637,
Tanzania,TZA,1966,233503,,593727,
Tanzania,TZA,1967,239092,,613856,
Tanzania,TZA,1968,242796,,632258,
Tanzania,TZA,1969,247654,,655975,
Tanzania,TZA,1970,252499,,680484,
Tanzania,TZA,1971,257310,,706332,
Tanzania,TZA,1972,262077,,729384,
Tanzania,TZA,1973,267052,,755485,
Tanzania,TZA,1974,271972,,787118,
Tanzania,TZA,1975,276520,,810418,
Tanzania,TZA,1976,280458,,834087,
Tanzania,TZA,1977,284536,,859481,
Tanzania,TZA,1978,289883,,884914,
Tanzania,TZA,1979,294204,,907596,
Tanzania,TZA,1980,297652,,927103,
Tanzania,TZA,1981,301421,,946912,
Tanzania,TZA,1982,306906,,969521,
Tanzania,TZA,1983,313592,,993304,
Tanzania,TZA,1984,322550,,1009982,
Tanzania,TZA,1985,330068,,1027954,
Tanzania,TZA,1986,337917,,1043597,
Tanzania,TZA,1987,346086,,1064659,
Tanzania,TZA,1988,354450,,1091012,
Tanzania,TZA,1989,363360,,1107227,
Tanzania,TZA,1990,371807,,1122627,
Tanzania,TZA,1991,380971,,1142980,
Tanzania,TZA,1992,393951,,1161932,
Tanzania,TZA,1993,404205,,1182242,
Tanzania,TZA,1994,418556,,1222498,
Tanzania,TZA,1995,434008,,1272977,
Tanzania,TZA,1996,441994,,1310527,
Tanzania,TZA,1997,445455,,1327985,
Tanzania,TZA,1998,445490,,1366281,
Tanzania,TZA,1999,443438,,1392076,
Tanzania,TZA,2000,437581,,1422747,
Tanzania,TZA,2001,430894,,1457122,
Tanzania,TZA,2002,423951,,1487161,
Tanzania,TZA,2003,414659,,1533095,
Tanzania,TZA,2004,407208,,1582585,
Tanzania,TZA,2005,400515,,1624699,
Tanzania,TZA,2006,393068,,1651022,
Tanzania,TZA,2007,386099,,1664390,
Tanzania,TZA,2008,381162,,1684906,
Tanzania,TZA,2009,376760,,1708809,
Tanzania,TZA,2010,371189,,1734654,
Tanzania,TZA,2011,369210,,1754071,
Tanzania,TZA,2012,365712,,1805063,
Tanzania,TZA,2013,366215,,1875230,
Tanzania,TZA,2014,365628,,1931208,
Tanzania,TZA,2015,364226,,1957132,
Tanzania,TZA,2016,365992,,2025496,
Tanzania,TZA,2017,366243,,2093157,
Tanzania,TZA,2018,366537,,2144432,
Tanzania,TZA,2019,365896,,2182541,
Tanzania,TZA,2020,360302,,2221661,
Tanzania,TZA,2021,382678,,2262827,
Tanzania,TZA,2022,378175,,2306107,
Tanzania,TZA,2023,385797,,2346391,
Tanzania,TZA,2024,,392219,,2385984
Tanzania,TZA,2025,,399028,,2419272
Tanzania,TZA,2026,,405954,,2459538
Tanzania,TZA,2027,,413166,,2494507
Tanzania,TZA,2028,,420538,,2528941
Tanzania,TZA,2029,,427888,,2567418
Tanzania,TZA,2030,,435536,,2604947
Tanzania,TZA,2031,,443751,,2647100
Tanzania,TZA,2032,,451734,,2676718
Tanzania,TZA,2033,,460327,,2715622
Tanzania,TZA,2034,,469097,,2761758
Tanzania,TZA,2035,,478230,,2803251
Tanzania,TZA,2036,,487529,,2839990
Tanzania,TZA,2037,,497225,,2870504
Tanzania,TZA,2038,,507730,,2915852
Tanzania,TZA,2039,,518415,,2955285
Tanzania,TZA,2040,,530013,,2993182
Tanzania,TZA,2041,,541221,,3021655
Tanzania,TZA,2042,,553510,,3066395
Tanzania,TZA,2043,,565508,,3104093
Tanzania,TZA,2044,,578424,,3145302
Tanzania,TZA,2045,,590980,,3167154
Tanzania,TZA,2046,,604848,,3220912
Tanzania,TZA,2047,,618208,,3257827
Tanzania,TZA,2048,,632461,,3282565
Tanzania,TZA,2049,,647000,,3299529
Tanzania,TZA,2050,,662070,,3339112
Tanzania,TZA,2051,,677363,,3370743
Tanzania,TZA,2052,,693264,,3404379
Tanzania,TZA,2053,,709026,,3427567
Tanzania,TZA,2054,,726194,,3456860
Tanzania,TZA,2055,,743546,,3487074
Tanzania,TZA,2056,,760624,,3512750
Tanzania,TZA,2057,,779198,,3547666
Tanzania,TZA,2058,,798165,,3582414
Tanzania,TZA,2059,,817283,,3610001
Tanzania,TZA,2060,,835774,,3636409
Tanzania,TZA,2061,,855224,,3667421
Tanzania,TZA,2062,,875033,,3694273
Tanzania,TZA,2063,,895095,,3715769
Tanzania,TZA,2064,,915587,,3737122
Tanzania,TZA,2065,,936252,,3762200
Tanzania,TZA,2066,,957455,,3785619
Tanzania,TZA,2067,,979495,,3810164
Tanzania,TZA,2068,,1001942,,3832580
Tanzania,TZA,2069,,1024694,,3852261
Tanzania,TZA,2070,,1047030,,3870751
Tanzania,TZA,2071,,1069537,,3889916
Tanzania,TZA,2072,,1093309,,3906583
Tanzania,TZA,2073,,1117348,,3920994
Tanzania,TZA,2074,,1141582,,3935564
Tanzania,TZA,2075,,1164603,,3950729
Tanzania,TZA,2076,,1188909,,3967259
Tanzania,TZA,2077,,1213520,,3980665
Tanzania,TZA,2078,,1239084,,3994042
Tanzania,TZA,2079,,1265760,,4006405
Tanzania,TZA,2080,,1291844,,4020593
Tanzania,TZA,2081,,1319358,,4033393
Tanzania,TZA,2082,,1346208,,4051516
Tanzania,TZA,2083,,1372033,,4065034
Tanzania,TZA,2084,,1399951,,4079523
Tanzania,TZA,2085,,1428135,,4091319
Tanzania,TZA,2086,,1457083,,4099669
Tanzania,TZA,2087,,1486076,,4112505
Tanzania,TZA,2088,,1514403,,4119720
Tanzania,TZA,2089,,1544725,,4125657
Tanzania,TZA,2090,,1572898,,4130304
Tanzania,TZA,2091,,1601180,,4136497
Tanzania,TZA,2092,,1630454,,4136757
Tanzania,TZA,2093,,1660132,,4136885
Tanzania,TZA,2094,,1689916,,4140945
Tanzania,TZA,2095,,1719033,,4143816
Tanzania,TZA,2096,,1747932,,4146341
Tanzania,TZA,2097,,1777960,,4154526
Tanzania,TZA,2098,,1809580,,4158046
Tanzania,TZA,2099,,1840315,,4160663
Tanzania,TZA,2100,,1870221,,4155765
Thailand,THA,1950,390989,,902318,
Thailand,THA,1951,390761,,932857,
Thailand,THA,1952,392427,,962833,
Thailand,THA,1953,393951,,993547,
Thailand,THA,1954,394962,,1019762,
Thailand,THA,1955,396178,,1045401,
Thailand,THA,1956,397388,,1071417,
Thailand,THA,1957,398700,,1097203,
Thailand,THA,1958,401174,,1124544,
Thailand,THA,1959,400699,,1149106,
Thailand,THA,1960,402000,,1176198,
Thailand,THA,1961,403928,,1205046,
Thailand,THA,1962,407254,,1235979,
Thailand,THA,1963,407739,,1268482,
Thailand,THA,1964,407705,,1292844,
Thailand,THA,1965,406393,,1315399,
Thailand,THA,1966,404574,,1334043,
Thailand,THA,1967,402036,,1347008,
Thailand,THA,1968,397613,,1351441,
Thailand,THA,1969,391059,,1339406,
Thailand,THA,1970,383456,,1320585,
Thailand,THA,1971,378983,,1315188,
Thailand,THA,1972,374760,,1315153,
Thailand,THA,1973,371681,,1305219,
Thailand,THA,1974,366110,,1289283,
Thailand,THA,1975,361054,,1273013,
Thailand,THA,1976,356358,,1250443,
Thailand,THA,1977,353588,,1224844,
Thailand,THA,1978,354446,,1202245,
Thailand,THA,1979,354583,,1197995,
Thailand,THA,1980,354068,,1199653,
Thailand,THA,1981,349900,,1189165,
Thailand,THA,1982,343622,,1161583,
Thailand,THA,1983,334242,,1128463,
Thailand,THA,1984,322170,,1102007,
Thailand,THA,1985,311470,,1088418,
Thailand,THA,1986,305695,,1089107,
Thailand,THA,1987,304521,,1079037,
Thailand,THA,1988,307035,,1072246,
Thailand,THA,1989,310455,,1084997,
Thailand,THA,1990,313291,,1074077,
Thailand,THA,1991,321768,,1082241,
Thailand,THA,1992,329787,,1084771,
Thailand,THA,1993,338382,,1076070,
Thailand,THA,1994,349971,,1062582,
Thailand,THA,1995,361951,,1044592,
Thailand,THA,1996,372464,,1033853,
Thailand,THA,1997,377171,,1022011,
Thailand,THA,1998,384065,,1001428,
Thailand,THA,1999,392884,,970959,
Thailand,THA,2000,402906,,946821,
Thailand,THA,2001,409190,,933472,
Thailand,THA,2002,416953,,921230,
Thailand,THA,2003,423562,,911609,
Thailand,THA,2004,437979,,904574,
Thailand,THA,2005,434061,,890476,
Thailand,THA,2006,437998,,879215,
Thailand,THA,2007,442024,,867371,
Thailand,THA,2008,445205,,846908,
Thailand,THA,2009,447643,,830227,
Thailand,THA,2010,453105,,823589,
Thailand,THA,2011,458493,,824136,
Thailand,THA,2012,464915,,816412,
Thailand,THA,2013,468892,,793955,
Thailand,THA,2014,474245,,768882,
Thailand,THA,2015,480951,,747300,
Thailand,THA,2016,490202,,716458,
Thailand,THA,2017,500216,,694861,
Thailand,THA,2018,511577,,670932,
Thailand,THA,2019,530847,,647680,
Thailand,THA,2020,545795,,629882,
Thailand,THA,2021,555448,,612870,
Thailand,THA,2022,662166,,601151,
Thailand,THA,2023,637306,,591200,
Thailand,THA,2024,,647347,,581635
Thailand,THA,2025,,653786,,572371
Thailand,THA,2026,,661898,,566113
Thailand,THA,2027,,672100,,561314
Thailand,THA,2028,,681825,,558166
Thailand,THA,2029,,692143,,554582
Thailand,THA,2030,,702795,,552349
Thailand,THA,2031,,712823,,550328
Thailand,THA,2032,,723638,,547804
Thailand,THA,2033,,734598,,545046
Thailand,THA,2034,,745743,,541341
Thailand,THA,2035,,757116,,538361
Thailand,THA,2036,,768415,,534767
Thailand,THA,2037,,780080,,530843
Thailand,THA,2038,,791726,,526871
Thailand,THA,2039,,803920,,522873
Thailand,THA,2040,,815917,,519399
Thailand,THA,2041,,827651,,513738
Thailand,THA,2042,,839194,,508645
Thailand,THA,2043,,851166,,504138
Thailand,THA,2044,,862363,,498304
Thailand,THA,2045,,872695,,492861
Thailand,THA,2046,,883191,,486438
Thailand,THA,2047,,892379,,480673
Thailand,THA,2048,,901302,,474426
Thailand,THA,2049,,909717,,467466
Thailand,THA,2050,,917328,,461374
Thailand,THA,2051,,924620,,455774
Thailand,THA,2052,,930941,,450106
Thailand,THA,2053,,935851,,444608
Thailand,THA,2054,,940300,,439645
Thailand,THA,2055,,943172,,435402
Thailand,THA,2056,,946019,,429664
Thailand,THA,2057,,946570,,425215
Thailand,THA,2058,,946802,,421143
Thailand,THA,2059,,946780,,418488
Thailand,THA,2060,,945021,,415898
Thailand,THA,2061,,942947,,413410
Thailand,THA,2062,,940650,,411776
Thailand,THA,2063,,936934,,410687
Thailand,THA,2064,,932824,,408999
Thailand,THA,2065,,928823,,407217
Thailand,THA,2066,,924358,,405556
Thailand,THA,2067,,918783,,404069
Thailand,THA,2068,,912928,,402402
Thailand,THA,2069,,907390,,400697
Thailand,THA,2070,,901788,,399337
Thailand,THA,2071,,895692,,397052
Thailand,THA,2072,,889140,,395317
Thailand,THA,2073,,882935,,392950
Thailand,THA,2074,,875916,,389969
Thailand,THA,2075,,868959,,387143
Thailand,THA,2076,,862698,,384246
Thailand,THA,2077,,856635,,381555
Thailand,THA,2078,,850418,,378388
Thailand,THA,2079,,844295,,375496
Thailand,THA,2080,,838064,,373108
Thailand,THA,2081,,831749,,370424
Thailand,THA,2082,,825516,,367012
Thailand,THA,2083,,819448,,363491
Thailand,THA,2084,,813495,,360934
Thailand,THA,2085,,807882,,358141
Thailand,THA,2086,,801832,,355297
Thailand,THA,2087,,796456,,352538
Thailand,THA,2088,,790126,,350202
Thailand,THA,2089,,784182,,347305
Thailand,THA,2090,,778313,,344796
Thailand,THA,2091,,772250,,342652
Thailand,THA,2092,,765746,,340383
Thailand,THA,2093,,759360,,338608
Thailand,THA,2094,,752892,,337030
Thailand,THA,2095,,746132,,336174
Thailand,THA,2096,,739441,,334173
Thailand,THA,2097,,732699,,332729
Thailand,THA,2098,,725836,,331051
Thailand,THA,2099,,719212,,329717
Thailand,THA,2100,,712106,,327898
Togo,TGO,1950,33563,,67170,
Togo,TGO,1951,34029,,68383,
Togo,TGO,1952,34464,,69634,
Togo,TGO,1953,34865,,70790,
Togo,TGO,1954,35161,,71942,
Togo,TGO,1955,35437,,73073,
Togo,TGO,1956,35813,,74465,
Togo,TGO,1957,36088,,75809,
Togo,TGO,1958,36358,,77161,
Togo,TGO,1959,36641,,78668,
Togo,TGO,1960,36895,,80203,
Togo,TGO,1961,37161,,81783,
Togo,TGO,1962,37389,,83590,
Togo,TGO,1963,37622,,85490,
Togo,TGO,1964,37819,,87269,
Togo,TGO,1965,38050,,89145,
Togo,TGO,1966,38296,,91135,
Togo,TGO,1967,38433,,92790,
Togo,TGO,1968,38534,,94613,
Togo,TGO,1969,38763,,96973,
Togo,TGO,1970,40717,,103776,
Togo,TGO,1971,41350,,107635,
Togo,TGO,1972,41756,,110726,
Togo,TGO,1973,42037,,113587,
Togo,TGO,1974,42241,,116298,
Togo,TGO,1975,42381,,118798,
Togo,TGO,1976,42468,,121242,
Togo,TGO,1977,42207,,123112,
Togo,TGO,1978,41778,,124927,
Togo,TGO,1979,41541,,126768,
Togo,TGO,1980,41339,,128740,
Togo,TGO,1981,41263,,131400,
Togo,TGO,1982,41507,,134220,
Togo,TGO,1983,41370,,135406,
Togo,TGO,1984,41469,,136664,
Togo,TGO,1985,41653,,138030,
Togo,TGO,1986,42301,,141995,
Togo,TGO,1987,43004,,145441,
Togo,TGO,1988,43950,,148558,
Togo,TGO,1989,45339,,151503,
Togo,TGO,1990,46773,,154756,
Togo,TGO,1991,48496,,157759,
Togo,TGO,1992,49995,,160829,
Togo,TGO,1993,51611,,163625,
Togo,TGO,1994,48922,,148968,
Togo,TGO,1995,51535,,158513,
Togo,TGO,1996,53342,,165226,
Togo,TGO,1997,55374,,171933,
Togo,TGO,1998,56383,,173304,
Togo,TGO,1999,56796,,176126,
Togo,TGO,2000,57726,,180436,
Togo,TGO,2001,59043,,185465,
Togo,TGO,2002,60110,,190391,
Togo,TGO,2003,61225,,195078,
Togo,TGO,2004,62263,,199066,
Togo,TGO,2005,63337,,206614,
Togo,TGO,2006,64949,,215775,
Togo,TGO,2007,66936,,225246,
Togo,TGO,2008,68815,,233444,
Togo,TGO,2009,70805,,241541,
Togo,TGO,2010,72754,,248550,
Togo,TGO,2011,73953,,250436,
Togo,TGO,2012,73429,,249477,
Togo,TGO,2013,72799,,249669,
Togo,TGO,2014,72418,,252091,
Togo,TGO,2015,72177,,255269,
Togo,TGO,2016,72239,,259245,
Togo,TGO,2017,72370,,261762,
Togo,TGO,2018,72772,,264249,
Togo,TGO,2019,73005,,265990,
Togo,TGO,2020,74279,,266752,
Togo,TGO,2021,74756,,267413,
Togo,TGO,2022,72260,,267305,
Togo,TGO,2023,71800,,268455,
Togo,TGO,2024,,71340,,269520
Togo,TGO,2025,,70959,,271943
Togo,TGO,2026,,70829,,274255
Togo,TGO,2027,,70910,,277165
Togo,TGO,2028,,71131,,279817
Togo,TGO,2029,,71522,,283174
Togo,TGO,2030,,72041,,286952
Togo,TGO,2031,,72790,,291431
Togo,TGO,2032,,73561,,296020
Togo,TGO,2033,,74428,,299902
Togo,TGO,2034,,75370,,303805
Togo,TGO,2035,,76366,,307239
Togo,TGO,2036,,77479,,310347
Togo,TGO,2037,,78571,,313145
Togo,TGO,2038,,79737,,315007
Togo,TGO,2039,,81045,,317141
Togo,TGO,2040,,82342,,319112
Togo,TGO,2041,,83629,,320702
Togo,TGO,2042,,84997,,322618
Togo,TGO,2043,,86478,,324993
Togo,TGO,2044,,87957,,326914
Togo,TGO,2045,,89530,,329172
Togo,TGO,2046,,91154,,331000
Togo,TGO,2047,,92838,,332444
Togo,TGO,2048,,94436,,334155
Togo,TGO,2049,,96227,,335889
Togo,TGO,2050,,98052,,337679
Togo,TGO,2051,,99824,,339189
Togo,TGO,2052,,101734,,341109
Togo,TGO,2053,,103601,,343134
Togo,TGO,2054,,105414,,345077
Togo,TGO,2055,,107413,,347042
Togo,TGO,2056,,109370,,349529
Togo,TGO,2057,,111417,,351849
Togo,TGO,2058,,113476,,353573
Togo,TGO,2059,,115620,,355307
Togo,TGO,2060,,117516,,357122
Togo,TGO,2061,,119625,,359236
Togo,TGO,2062,,121683,,360802
Togo,TGO,2063,,123772,,362661
Togo,TGO,2064,,125955,,364247
Togo,TGO,2065,,128025,,365358
Togo,TGO,2066,,130182,,366688
Togo,TGO,2067,,132396,,368402
Togo,TGO,2068,,134454,,368907
Togo,TGO,2069,,136701,,370051
Togo,TGO,2070,,138989,,370405
Togo,TGO,2071,,141222,,370593
Togo,TGO,2072,,143486,,371335
Togo,TGO,2073,,145844,,371307
Togo,TGO,2074,,148276,,371644
Togo,TGO,2075,,150781,,371441
Togo,TGO,2076,,153368,,371774
Togo,TGO,2077,,156078,,372204
Togo,TGO,2078,,158665,,372469
Togo,TGO,2079,,161401,,372916
Togo,TGO,2080,,164265,,373828
Togo,TGO,2081,,167335,,374799
Togo,TGO,2082,,170423,,375331
Togo,TGO,2083,,173395,,375444
Togo,TGO,2084,,176257,,375318
Togo,TGO,2085,,179255,,375101
Togo,TGO,2086,,182176,,374849
Togo,TGO,2087,,185117,,374978
Togo,TGO,2088,,188034,,374242
Togo,TGO,2089,,191068,,374344
Togo,TGO,2090,,193987,,373820
Togo,TGO,2091,,196902,,373659
Togo,TGO,2092,,199571,,373460
Togo,TGO,2093,,202406,,372780
Togo,TGO,2094,,204984,,372178
Togo,TGO,2095,,207130,,372031
Togo,TGO,2096,,209525,,371147
Togo,TGO,2097,,211816,,370437
Togo,TGO,2098,,213897,,370078
Togo,TGO,2099,,216118,,369195
Togo,TGO,2100,,218158,,368545
Tokelau,TKL,1950,6,,57,
Tokelau,TKL,1951,5,,57,
Tokelau,TKL,1952,5,,57,
Tokelau,TKL,1953,4,,59,
Tokelau,TKL,1954,4,,60,
Tokelau,TKL,1955,4,,63,
Tokelau,TKL,1956,4,,65,
Tokelau,TKL,1957,4,,67,
Tokelau,TKL,1958,4,,70,
Tokelau,TKL,1959,4,,72,
Tokelau,TKL,1960,4,,75,
Tokelau,TKL,1961,4,,77,
Tokelau,TKL,1962,4,,78,
Tokelau,TKL,1963,4,,77,
Tokelau,TKL,1964,4,,76,
Tokelau,TKL,1965,3,,73,
Tokelau,TKL,1966,3,,70,
Tokelau,TKL,1967,2,,67,
Tokelau,TKL,1968,2,,64,
Tokelau,TKL,1969,2,,61,
Tokelau,TKL,1970,2,,57,
Tokelau,TKL,1971,1,,54,
Tokelau,TKL,1972,1,,51,
Tokelau,TKL,1973,1,,50,
Tokelau,TKL,1974,1,,49,
Tokelau,TKL,1975,1,,49,
Tokelau,TKL,1976,1,,48,
Tokelau,TKL,1977,1,,48,
Tokelau,TKL,1978,1,,48,
Tokelau,TKL,1979,1,,47,
Tokelau,TKL,1980,1,,47,
Tokelau,TKL,1981,1,,47,
Tokelau,TKL,1982,1,,47,
Tokelau,TKL,1983,1,,47,
Tokelau,TKL,1984,1,,48,
Tokelau,TKL,1985,1,,50,
Tokelau,TKL,1986,1,,52,
Tokelau,TKL,1987,1,,53,
Tokelau,TKL,1988,1,,55,
Tokelau,TKL,1989,1,,56,
Tokelau,TKL,1990,1,,57,
Tokelau,TKL,1991,1,,56,
Tokelau,TKL,1992,1,,55,
Tokelau,TKL,1993,1,,55,
Tokelau,TKL,1994,1,,54,
Tokelau,TKL,1995,1,,54,
Tokelau,TKL,1996,1,,53,
Tokelau,TKL,1997,1,,51,
Tokelau,TKL,1998,1,,50,
Tokelau,TKL,1999,1,,49,
Tokelau,TKL,2000,1,,47,
Tokelau,TKL,2001,0,,45,
Tokelau,TKL,2002,1,,44,
Tokelau,TKL,2003,1,,40,
Tokelau,TKL,2004,0,,37,
Tokelau,TKL,2005,0,,34,
Tokelau,TKL,2006,0,,30,
Tokelau,TKL,2007,0,,27,
Tokelau,TKL,2008,0,,27,
Tokelau,TKL,2009,0,,28,
Tokelau,TKL,2010,0,,28,
Tokelau,TKL,2011,0,,28,
Tokelau,TKL,2012,0,,28,
Tokelau,TKL,2013,0,,32,
Tokelau,TKL,2014,0,,32,
Tokelau,TKL,2015,0,,31,
Tokelau,TKL,2016,0,,30,
Tokelau,TKL,2017,0,,29,
Tokelau,TKL,2018,0,,33,
Tokelau,TKL,2019,0,,37,
Tokelau,TKL,2020,1,,41,
Tokelau,TKL,2021,2,,42,
Tokelau,TKL,2022,2,,43,
Tokelau,TKL,2023,2,,47,
Tokelau,TKL,2024,,3,,51
Tokelau,TKL,2025,,3,,53
Tokelau,TKL,2026,,3,,55
Tokelau,TKL,2027,,3,,57
Tokelau,TKL,2028,,3,,58
Tokelau,TKL,2029,,3,,59
Tokelau,TKL,2030,,4,,60
Tokelau,TKL,2031,,4,,60
Tokelau,TKL,2032,,6,,60
Tokelau,TKL,2033,,7,,60
Tokelau,TKL,2034,,7,,60
Tokelau,TKL,2035,,7,,59
Tokelau,TKL,2036,,9,,59
Tokelau,TKL,2037,,11,,58
Tokelau,TKL,2038,,13,,57
Tokelau,TKL,2039,,13,,56
Tokelau,TKL,2040,,14,,56
Tokelau,TKL,2041,,16,,55
Tokelau,TKL,2042,,16,,55
Tokelau,TKL,2043,,15,,54
Tokelau,TKL,2044,,15,,54
Tokelau,TKL,2045,,15,,54
Tokelau,TKL,2046,,15,,54
Tokelau,TKL,2047,,15,,54
Tokelau,TKL,2048,,15,,54
Tokelau,TKL,2049,,15,,54
Tokelau,TKL,2050,,15,,54
Tokelau,TKL,2051,,15,,54
Tokelau,TKL,2052,,21,,54
Tokelau,TKL,2053,,24,,54
Tokelau,TKL,2054,,24,,54
Tokelau,TKL,2055,,24,,55
Tokelau,TKL,2056,,23,,55
Tokelau,TKL,2057,,24,,55
Tokelau,TKL,2058,,25,,56
Tokelau,TKL,2059,,24,,56
Tokelau,TKL,2060,,25,,56
Tokelau,TKL,2061,,29,,56
Tokelau,TKL,2062,,31,,56
Tokelau,TKL,2063,,33,,56
Tokelau,TKL,2064,,32,,55
Tokelau,TKL,2065,,32,,55
Tokelau,TKL,2066,,31,,54
Tokelau,TKL,2067,,29,,54
Tokelau,TKL,2068,,29,,54
Tokelau,TKL,2069,,28,,53
Tokelau,TKL,2070,,29,,52
Tokelau,TKL,2071,,29,,52
Tokelau,TKL,2072,,29,,52
Tokelau,TKL,2073,,30,,51
Tokelau,TKL,2074,,31,,51
Tokelau,TKL,2075,,32,,50
Tokelau,TKL,2076,,32,,49
Tokelau,TKL,2077,,37,,49
Tokelau,TKL,2078,,39,,49
Tokelau,TKL,2079,,40,,48
Tokelau,TKL,2080,,40,,48
Tokelau,TKL,2081,,39,,48
Tokelau,TKL,2082,,39,,48
Tokelau,TKL,2083,,39,,47
Tokelau,TKL,2084,,40,,47
Tokelau,TKL,2085,,40,,47
Tokelau,TKL,2086,,41,,47
Tokelau,TKL,2087,,40,,47
Tokelau,TKL,2088,,41,,47
Tokelau,TKL,2089,,42,,47
Tokelau,TKL,2090,,41,,47
Tokelau,TKL,2091,,44,,47
Tokelau,TKL,2092,,42,,47
Tokelau,TKL,2093,,43,,46
